Candidate ID|Total Contributions|Z Value of Total|Minimum Contribution|Maximum Contribution|Median Contribution|Mean Contribution|Stdev of Contributions
H4WA05077|1049863.00|0.0003|-5000.00|100600.00|1000.00|1825.85|4370.71
H8KY02031|1102462.00|0.0052|-5000.00|32000.00|1000.00|1581.72|1540.07
H6PA12030|0.00|-0.0976|-5000.00|2500.00|2500.00|0.00|3535.53
H2TX35037|9000.00|-0.0967|1000.00|5000.00|1000.00|1800.00|1600.00
H4IN01012|551846.00|-0.0461|-2500.00|5000.00|1000.00|1719.15|1344.16
H2WV01094|23402.00|-0.0954|30.00|5000.00|1000.00|1300.11|1207.47
H2AZ08094|3045985.00|0.1862|-5000.00|265500.00|2000.00|6079.81|23125.18
H6CA05195|613598.00|-0.0404|-2500.00|5000.00|1000.00|1394.54|991.80
H8NY20056|322555.00|-0.0675|-2500.00|5000.00|1000.00|1479.61|1387.69
H8IN02060|78379.00|-0.0903|-5000.00|5000.00|1000.00|1284.90|1852.01
H2CA36280|1500.00|-0.0974|500.00|1000.00|1000.00|750.00|250.00
H2MT00047|379315.00|-0.0622|5.00|69253.00|1102.00|3793.15|10256.18
H0NC08163|28.00|-0.0976|28.00|28.00|28.00|28.00|0.00
H2IL12098|3703583.00|0.2475|-3069.00|554965.00|1500.00|9077.41|46218.00
H2NJ02037|742375.00|-0.0284|-3000.00|6749.00|1000.00|1444.31|1186.50
P20002556|123893.00|-0.0860|-5000.00|5000.00|2500.00|2693.33|2023.96
H2CA17090|1980.00|-0.0974|240.00|1740.00|1740.00|990.00|750.00
H2GA08038|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2TX30087|59177.00|-0.0920|1061.00|22500.00|16508.00|11835.40|8470.90
H8IL18043|1305502.00|0.0241|-5000.00|6626.00|1000.00|1584.35|1284.39
H2PA04168|667.00|-0.0975|667.00|667.00|667.00|667.00|0.00
H2TX36068|7250.00|-0.0969|250.00|5000.00|2000.00|2416.67|1961.43
H2CT04043|2000.00|-0.0974|-1000.00|1000.00|1000.00|500.00|866.03
H0MI03126|265459.00|-0.0728|-500.00|50014.00|1000.00|2140.80|5094.53
H2TX06178|2600.00|-0.0973|2600.00|2600.00|2600.00|2600.00|0.00
H2NC09084|206.00|-0.0975|206.00|206.00|206.00|206.00|0.00
H2PA18143|1487723.00|0.0410|-5000.00|61765.00|1000.00|1816.51|3330.70
H0ND01026|459191.00|-0.0548|-5000.00|54926.00|1000.00|2330.92|4730.41
H2OK02117|3500.00|-0.0972|3500.00|3500.00|3500.00|3500.00|0.00
H2AZ06148|123456.00|-0.0861|500.00|10000.00|2000.00|2683.83|2030.42
H2GA12113|12549.00|-0.0964|49.00|5000.00|1500.00|2091.50|2101.83
H0WA09044|9612.00|-0.0967|-1100.00|3063.00|1100.00|1068.00|1219.42
H2ME02097|768964.00|-0.0259|-5000.00|5000.00|1000.00|1525.72|1297.00
H2OR01109|42672.00|-0.0936|10.00|5000.00|2500.00|2844.80|2108.10
H2MD03135|5166.00|-0.0971|765.00|2220.00|2181.00|1722.00|676.89
H0MI08091|10533.00|-0.0966|-500.00|5000.00|1000.00|1316.62|1597.50
H2AZ07146|15501.00|-0.0961|1.00|5000.00|1000.00|1937.62|1844.41
S0TX00209|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
P00003608|504799.00|-0.0505|-500.00|169650.00|457.00|4507.13|16958.56
H6IA01098|1790064.00|0.0692|-18263.00|249533.00|1000.00|2901.24|12697.45
H2CA10152|52494.00|-0.0927|0.00|23667.00|61.00|3749.57|7772.19
S6OR00110|274003.00|-0.0720|-2500.00|5000.00|1000.00|1457.46|1212.40
S8WV00101|931.00|-0.0975|0.00|166.00|3.00|24.50|44.81
H2NC09159|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2CA14139|3135.00|-0.0973|50.00|3000.00|85.00|1045.00|1382.47
H2TX16185|92208.00|-0.0890|8.00|5000.00|2000.00|2195.43|1528.18
H6WI08122|-997.00|-0.0976|-1000.00|3.00|3.00|-498.50|501.50
H2CA51164|34194.00|-0.0944|6.00|5000.00|1000.00|1628.29|1600.90
H6CA34112|6383881.00|0.4972|-3000.00|800000.00|1000.00|6622.28|39951.91
H2WA06129|669011.00|-0.0352|-5000.00|5000.00|1500.00|2077.67|1807.93
H2WA02177|6500.00|-0.0970|500.00|2500.00|2000.00|1625.00|739.51
H2CT05156|6000.00|-0.0970|1000.00|5000.00|5000.00|3000.00|2000.00
H0MO01132|1204.00|-0.0974|15.00|1000.00|49.00|240.80|380.49
H2FL14145|160857.00|-0.0826|-2500.00|30986.00|1000.00|3740.86|6638.11
H4IL07037|321226.00|-0.0676|-3000.00|5000.00|1000.00|1230.75|1194.16
H2TN03128|8500.00|-0.0968|1000.00|5000.00|2500.00|2833.33|1649.92
H0MI12127|5994.00|-0.0970|12.00|2500.00|750.00|749.25|759.09
H0FL20054|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2MD04273|5189.00|-0.0971|4.00|1750.00|500.00|518.90|543.14
S2TX00338|419520.00|-0.0585|20.00|180000.00|2500.00|23306.67|47288.79
H0TX09143|233.00|-0.0975|0.00|199.00|4.00|29.12|64.41
H0TX27053|1577.00|-0.0974|0.00|846.00|14.00|112.64|227.00
H2CA37023|305390.00|-0.0691|-207732.00|5000.00|1000.00|908.90|11452.92
H2IL05092|3000.00|-0.0973|-2000.00|5000.00|5000.00|1500.00|3500.00
H2MD05478|7542.00|-0.0969|4.00|1500.00|1000.00|838.00|463.23
S2NV00175|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2NY19077|10025.00|-0.0966|25.00|5000.00|1000.00|1253.12|1455.08
H2GU00066|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2HI02128|25000.00|-0.0952|500.00|20000.00|1500.00|4166.67|7104.38
H6AZ05067|-250.00|-0.0976|-250.00|-250.00|-250.00|-250.00|0.00
S2NV00209|15928434.00|1.3864|-5000.00|1109441.00|1000.00|10534.68|68610.05
H2CA20094|606935.00|-0.0410|-5000.00|27466.00|1000.00|2043.55|2134.87
H2TX27166|5450.00|-0.0970|350.00|2600.00|2500.00|1816.67|1037.89
H2NC01081|352185.00|-0.0647|-2500.00|5000.00|1000.00|1314.12|1216.82
H4TX10028|399865.00|-0.0603|-4000.00|5000.00|1000.00|1859.84|1552.61
H2WI02116|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
S0MI00056|774889.00|-0.0254|37.00|275000.00|4000.00|20391.82|48813.63
H2TX27141|2600.00|-0.0973|2600.00|2600.00|2600.00|2600.00|0.00
H2SC07066|296663.00|-0.0699|-500.00|5000.00|1500.00|1977.75|1480.13
H8NM02032|6865.00|-0.0969|-114.00|5000.00|1000.00|1373.00|1875.52
H0OH02048|-3500.00|-0.0979|-2500.00|-1000.00|-1000.00|-1750.00|750.00
H0TN06240|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H6MS03046|-1000.00|-0.0976|-1000.00|-1000.00|-1000.00|-1000.00|0.00
S0CT00219|10000.00|-0.0966|2500.00|5000.00|2500.00|3333.33|1178.51
S2NE00094|4471121.00|0.3190|-5000.00|300510.00|2500.00|8085.21|30725.29
P20002952|1270.00|-0.0974|50.00|583.00|580.00|317.50|264.01
H2TX11061|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2NC02196|441.00|-0.0975|441.00|441.00|441.00|441.00|0.00
H0AZ08056|4149126.00|0.2890|-5000.00|518049.00|2000.00|14558.34|56421.96
S0CO00211|441203.00|-0.0565|-5000.00|5000.00|1000.00|1470.68|1240.78
H8IL06071|-1000.00|-0.0976|-1000.00|-1000.00|-1000.00|-1000.00|0.00
S6VA00093|713306.00|-0.0311|-5000.00|5000.00|1000.00|1613.81|1263.33
P80003387|135800.00|-0.0849|-5000.00|40000.00|2300.00|11316.67|15863.31
H2MO04082|191461.00|-0.0797|3.00|5000.00|2500.00|2696.63|1835.51
H8OH14103|2000.00|-0.0974|2000.00|2000.00|2000.00|2000.00|0.00
H0NY15129|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2CA46107|5500.00|-0.0970|-1000.00|2500.00|1000.00|1100.00|1319.09
H0CA11022|6000.00|-0.0970|6000.00|6000.00|6000.00|6000.00|0.00
S0MO00183|386050.00|-0.0616|-5000.00|5000.00|1500.00|1930.25|1708.52
H0NH01217|3371062.00|0.2165|-2000.00|692534.00|1000.00|5275.53|34301.56
S8CT00022|-7600.00|-0.0983|-5000.00|5000.00|-1000.00|-633.33|2396.99
H2ME01123|14800.00|-0.0962|300.00|5000.00|2000.00|2114.29|1365.31
H2OH15087|20681.00|-0.0956|10.00|5000.00|1000.00|1590.85|1672.26
H8ID01090|-2000.00|-0.0977|-1000.00|-1000.00|-1000.00|-1000.00|0.00
H2MN03062|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2MN07014|879448.00|-0.0156|-2500.00|5000.00|1500.00|1662.47|1145.23
S6AZ00019|-5000.00|-0.0980|-5000.00|500.00|-500.00|-1666.67|2392.12
H0PA11050|-2000.00|-0.0977|-1500.00|-250.00|-250.00|-666.67|589.26
H0AR02107|597520.00|-0.0419|-2000.00|34602.00|1000.00|1687.91|2329.31
H2CT05172|365601.00|-0.0635|10.00|19096.00|2000.00|2856.26|3545.65
H2MA06078|1500.00|-0.0974|500.00|500.00|500.00|500.00|0.00
H2WA08141|13700.00|-0.0963|-5000.00|5000.00|1000.00|1245.45|2588.91
H6NE03115|737835.00|-0.0288|-2500.00|5000.00|1000.00|1496.62|1180.78
H2CA16092|27880.00|-0.0950|14.00|6078.00|1000.00|1548.89|1769.88
H8CA52052|564083.00|-0.0450|-2000.00|5000.00|1000.00|1343.05|957.74
H8IL19090|0.00|-0.0976|-1000.00|1000.00|1000.00|0.00|1000.00
H4TN06051|8000.00|-0.0968|-1500.00|2000.00|1000.00|888.89|1048.22
H8PA01153|314853.00|-0.0682|-4000.00|5000.00|2000.00|2113.11|1822.39
H6CO07023|2518383.00|0.1371|-5000.00|295455.00|1000.00|1622.67|11190.10
H2CA50026|645936.00|-0.0374|-5000.00|21018.00|1500.00|2242.83|1997.07
H2TX21086|14600.00|-0.0962|2000.00|5000.00|5000.00|3650.00|1366.57
H8NJ04014|196962.00|-0.0792|-5000.00|5000.00|1000.00|1330.82|1421.79
H2MI07107|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H0WA02080|880705.00|-0.0155|-2500.00|5000.00|1000.00|1556.02|1175.95
S6RI00163|138000.00|-0.0847|-2500.00|5000.00|1500.00|1662.65|1347.93
H2MD01154|17312.00|-0.0959|69.00|5000.00|1000.00|2473.14|2211.94
H8FL25015|670938.00|-0.0350|-1000.00|136387.00|169.00|1765.63|8180.83
S0IL00204|-5995.00|-0.0981|-5000.00|5.00|-1000.00|-1998.33|2161.79
H4MS02068|844765.00|-0.0189|-5000.00|5000.00|1500.00|1710.05|1300.67
S8CO00172|363340.00|-0.0637|-5000.00|5000.00|1000.00|1465.08|1228.14
H8CA53019|11500.00|-0.0965|5750.00|5750.00|5750.00|5750.00|0.00
S4PA00121|782097.00|-0.0247|-5000.00|5000.00|1000.00|1554.86|1363.67
H0NY04107|2250.00|-0.0973|250.00|1000.00|1000.00|750.00|353.55
H0IN08122|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2NE02074|7500.00|-0.0969|500.00|5000.00|2000.00|2500.00|1870.83
S2ME00133|2357356.00|0.1221|-5000.00|377613.00|4894.00|18858.85|60860.13
H2NC12021|738100.00|-0.0288|-5000.00|6548.00|1000.00|1608.06|1310.98
H8AL03047|-2500.00|-0.0978|-2500.00|-2500.00|-2500.00|-2500.00|0.00
H8CT04172|1091949.00|0.0042|-5000.00|24612.00|1000.00|1553.27|1490.71
H0MN08115|5703071.00|0.4338|-5000.00|479743.00|1000.00|7954.07|40247.88
H2CA28097|10000.00|-0.0966|5000.00|5000.00|5000.00|5000.00|0.00
S2TN00264|2500.00|-0.0973|2500.00|2500.00|2500.00|2500.00|0.00
H2OH14064|391371.00|-0.0611|-1000.00|52813.00|1000.00|2288.72|4936.45
S2MN00258|3500.00|-0.0972|1000.00|2500.00|2500.00|1750.00|750.00
H2MT00070|11250.00|-0.0965|250.00|2500.00|1000.00|1250.00|816.50
S2WI00235|23826234.00|2.1222|-5000.00|1330255.00|136.00|11061.39|80171.10
H4VA11020|602.00|-0.0975|602.00|602.00|602.00|602.00|0.00
H2TX02102|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H8OH11059|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2MD02236|11356.00|-0.0965|4.00|2000.00|1000.00|668.00|533.42
H8NY24066|972349.00|-0.0070|-5000.00|245800.00|1000.00|2348.67|13327.41
H2MA01020|169500.00|-0.0818|-3000.00|5000.00|1000.00|1345.24|1210.84
H0CA15148|334812.00|-0.0664|-3000.00|5000.00|1000.00|1277.91|1214.73
H8TX28013|339308.00|-0.0659|-5000.00|99800.00|1000.00|8700.21|23068.15
H0AZ01184|110855.00|-0.0872|0.00|18235.00|371.00|1403.23|2621.18
H8CA04152|113256.00|-0.0870|-2500.00|5000.00|1000.00|1204.85|892.48
H2NC09092|50395.00|-0.0929|226.00|6993.00|2000.00|2964.41|2114.85
H2AZ06155|15454.00|-0.0961|53.00|2685.00|118.00|303.02|511.36
H2NY26080|75313.00|-0.0905|-5000.00|5000.00|1000.00|1124.07|1223.98
H8KS03064|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2GA12121|6000.00|-0.0970|500.00|2500.00|1000.00|1200.00|678.23
H2CA33048|321113.00|-0.0676|-5000.00|5000.00|1000.00|1621.78|1457.76
S6OH00163|22993802.00|2.0447|-66310.00|2300000.00|26.00|2570.29|44542.58
H2CA41116|89596.00|-0.0892|9992.00|29404.00|28596.00|22399.00|7778.79
H2NM02126|357661.00|-0.0642|-5000.00|5019.00|1000.00|1528.47|1262.03
H6OH04082|491599.00|-0.0518|-3000.00|5000.00|1000.00|1361.77|1035.54
H4IN02051|264514.00|-0.0729|-12562.00|29902.00|1000.00|3391.21|6686.37
H2AZ01271|10728.00|-0.0966|16.00|5000.00|405.00|2145.60|2334.12
S0WA00332|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2AR04109|35707.00|-0.0942|6.00|5000.00|1000.00|1552.48|1583.59
H6WA06021|374400.00|-0.0627|-3500.00|5000.00|1000.00|1701.82|1302.60
H8WA01051|152115.00|-0.0834|500.00|21328.00|2112.00|10141.00|9897.21
H2CT02112|715095.00|-0.0309|-5000.00|5000.00|1000.00|1402.15|1442.76
H4GA08067|582746.00|-0.0433|-3000.00|5000.00|1000.00|1627.78|1281.54
H8IN05097|133249.00|-0.0851|250.00|43604.00|2500.00|6056.77|10423.88
H0FL08125|222.00|-0.0975|222.00|222.00|222.00|222.00|0.00
H6NC04037|515021.00|-0.0496|-2500.00|5000.00|1000.00|1609.44|1067.04
H2FL14186|4500.00|-0.0971|2000.00|2500.00|2500.00|2250.00|250.00
H2AZ01297|800.00|-0.0975|800.00|800.00|800.00|800.00|0.00
H0FL25012|13000.00|-0.0963|500.00|5000.00|5000.00|3250.00|1887.46
H2NC09142|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H4MO05234|802941.00|-0.0227|-2500.00|5000.00|1000.00|1612.33|1200.33
H2AZ09027|44513.00|-0.0934|450.00|14170.00|2000.00|3179.50|3617.28
H0IL05112|7500.00|-0.0969|2500.00|5000.00|5000.00|3750.00|1250.00
H2CA36256|47049.00|-0.0932|500.00|9410.00|3750.00|3619.15|2413.55
H8WY00148|387736.00|-0.0614|-2000.00|5000.00|1000.00|1425.50|1186.23
H4CA22088|21564.00|-0.0955|21564.00|21564.00|21564.00|21564.00|0.00
H2TX10105|4700.00|-0.0971|200.00|2500.00|2000.00|1566.67|987.70
H0TN03254|572813.00|-0.0442|-2500.00|30549.00|1000.00|1548.14|1887.64
H2CA08164|1396465.00|0.0325|500.00|100000.00|5000.00|9435.57|15744.53
H2FL14152|25000.00|-0.0952|500.00|5000.00|5000.00|3125.00|1948.56
H2CT05149|45000.00|-0.0934|500.00|5000.00|1000.00|2142.86|1684.26
H2MN06172|13000.00|-0.0963|500.00|5000.00|2000.00|2600.00|2034.70
H6CT05124|277754.00|-0.0717|-5000.00|7500.00|1500.00|1614.85|2448.10
H2NC10082|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H0GA07133|279813.00|-0.0715|-2500.00|11074.00|1000.00|1617.42|1467.83
H6MA08141|500.00|-0.0975|-1000.00|1000.00|500.00|166.67|849.84
S2NJ00387|651404.00|-0.0369|162.00|250000.00|2500.00|8571.11|31413.16
S0ND00093|183723.00|-0.0804|-5000.00|5000.00|1000.00|1458.12|1466.42
H6MA07101|429350.00|-0.0576|-5000.00|5000.00|1000.00|1638.74|1290.37
H2IL06058|13862.00|-0.0963|10.00|5000.00|500.00|1260.18|1441.25
H2FL20043|9500.00|-0.0967|2000.00|5000.00|2500.00|3166.67|1312.33
H2AZ09050|19400.00|-0.0957|1000.00|9400.00|2000.00|3880.00|3068.81
H6CO01141|569600.00|-0.0445|-5000.00|5000.00|1000.00|1420.45|1474.95
H2FL25018|479001.00|-0.0529|-3000.00|5000.00|1500.00|1723.03|1298.65
H6MI12181|453823.00|-0.0553|-5000.00|5000.00|1500.00|1699.71|1510.25
H2TX27158|26522.00|-0.0951|250.00|5000.00|2600.00|2652.20|2019.32
H2SC07058|28812.00|-0.0949|881.00|12813.00|1000.00|2619.27|3417.46
H2CA30143|1223785.00|0.0165|-3000.00|5000.00|1000.00|1768.48|1294.35
H2NV02221|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H4CA12055|0.00|-0.0976|-3000.00|3000.00|3000.00|0.00|3000.00
H2PA17087|3000.00|-0.0973|1000.00|1000.00|1000.00|1000.00|0.00
H2NC02162|344.00|-0.0975|344.00|344.00|344.00|344.00|0.00
H2OH07167|272708.00|-0.0721|-115.00|5000.00|1034.00|2020.06|1694.25
H4NC05138|1250.00|-0.0974|250.00|1000.00|1000.00|625.00|375.00
H2NJ11111|10479.00|-0.0966|250.00|6749.00|687.00|1497.00|2162.41
S0NY00410|2398034.00|0.1259|-5000.00|10140.00|1500.00|1938.59|1527.99
H0PA19053|2774.00|-0.0973|-4000.00|3500.00|644.00|231.17|2285.54
H2TX33180|7600.00|-0.0968|2500.00|2600.00|2500.00|2533.33|47.14
H4CA17021|399178.00|-0.0604|-2500.00|5000.00|1000.00|1251.34|1069.73
S4IA00020|400444.00|-0.0602|-2500.00|5000.00|1000.00|1570.37|1162.60
H2SC07124|4500.00|-0.0971|1000.00|2500.00|1000.00|1500.00|707.11
H0KY05015|948844.00|-0.0092|-4000.00|5000.00|1000.00|1697.40|1315.09
H0AL05163|467727.00|-0.0540|-2500.00|5000.00|1000.00|1359.67|1069.90
H8NM03196|539023.00|-0.0473|-3000.00|5000.00|1000.00|1594.74|1218.60
S2NM00021|-7500.00|-0.0983|-5000.00|2500.00|-2000.00|-1500.00|2408.32
H0NY29054|1649416.00|0.0561|-3000.00|236359.00|1000.00|1924.64|10854.23
H0AR02115|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H0PA06084|262121.00|-0.0731|0.00|29511.00|1000.00|1489.32|2630.42
H0OH09092|-100.00|-0.0976|-100.00|-100.00|-100.00|-100.00|0.00
H0FL02086|2077668.00|0.0960|2.00|504405.00|1000.00|11110.52|55893.57
H0FL17084|-500.00|-0.0976|-500.00|-500.00|-500.00|-500.00|0.00
S4SD00049|13500.00|-0.0963|1500.00|5000.00|5000.00|3375.00|1634.59
H0MN07059|22652.00|-0.0954|3.00|5000.00|1200.00|1742.46|1525.38
S0AR00150|117218.00|-0.0866|-2000.00|5000.00|1000.00|1749.52|1549.83
H2CA43377|474481.00|-0.0534|-2000.00|70000.00|1500.00|2396.37|5082.50
H2TX33073|772464.00|-0.0256|-5000.00|150000.00|2000.00|3358.54|11352.70
H2MD02160|740774.00|-0.0285|-5000.00|5000.00|1000.00|1493.50|1208.82
H2PA11106|26000.00|-0.0951|1000.00|5000.00|5000.00|3714.29|1749.64
S2MD00370|206370.00|-0.0783|2.00|35902.00|1291.00|4690.23|7574.37
H0WA02098|1701885.00|0.0610|-2500.00|240115.00|2000.00|12991.49|41638.20
H6KY03124|472419.00|-0.0535|-4000.00|5000.00|1000.00|1817.00|1516.49
S6MO00305|5839137.00|0.4464|-2500.00|300000.00|150.00|2363.07|13361.14
H0CA28109|533.00|-0.0975|533.00|533.00|533.00|533.00|0.00
H6CA09023|790821.00|-0.0239|-2500.00|75000.00|1000.00|1809.66|4221.14
S2FL00276|15000.00|-0.0962|5000.00|5000.00|5000.00|5000.00|0.00
H2MN03070|35855.00|-0.0942|9.00|5000.00|1000.00|1327.96|1243.26
H2IL17063|34850.00|-0.0943|100.00|5000.00|2500.00|2489.29|1983.34
H0CA10073|1500.00|-0.0974|1500.00|1500.00|1500.00|1500.00|0.00
H8NJ07124|2000.00|-0.0974|1000.00|1000.00|1000.00|1000.00|0.00
H2NV04045|1463527.00|0.0388|-2500.00|289748.00|1000.00|5901.32|26871.22
H0NJ03153|1255565.00|0.0194|-5000.00|75000.00|1000.00|1854.60|3496.62
H0PA07116|100.00|-0.0975|100.00|100.00|100.00|100.00|0.00
H4IL14041|10000.00|-0.0966|5000.00|5000.00|5000.00|5000.00|0.00
H2ND00131|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2NJ12119|21689.00|-0.0955|150.00|20539.00|1000.00|7229.67|9417.52
H2TX24122|2600.00|-0.0973|2600.00|2600.00|2600.00|2600.00|0.00
S4VT00033|404148.00|-0.0599|-3000.00|5000.00|1550.00|1915.39|1679.80
H2AZ08078|1200.00|-0.0974|200.00|1000.00|1000.00|600.00|400.00
H2IL13096|81020.00|-0.0900|20.00|5000.00|2500.00|3000.74|1772.48
H2GA14010|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H6NY17130|180.00|-0.0975|180.00|180.00|180.00|180.00|0.00
H6OH02102|500.00|-0.0975|500.00|500.00|500.00|500.00|0.00
H2MI13121|14500.00|-0.0962|500.00|5000.00|1500.00|2071.43|1449.84
H8TX06035|-2000.00|-0.0977|-2000.00|1000.00|-1000.00|-666.67|1247.22
H2OH05021|46439.00|-0.0932|-2500.00|5000.00|1000.00|1132.66|1324.91
S2WI00227|27672.00|-0.0950|300.00|5000.00|1000.00|1976.57|1690.57
S2MN00266|93262.00|-0.0889|100.00|12265.00|2500.00|3008.45|2726.90
S0PA00392|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
P20002531|3500.00|-0.0972|1500.00|2000.00|2000.00|1750.00|250.00
H6FL11126|443696.00|-0.0562|-3500.00|5000.00|1000.00|1584.63|1327.74
H0IL08090|2678788.00|0.1520|-3000.00|810150.00|1000.00|4724.49|35356.67
H0FL14065|8000.00|-0.0968|500.00|2500.00|2500.00|2000.00|866.03
S6SD00051|674090.00|-0.0348|-5000.00|5000.00|1000.00|1525.09|1175.10
H8MI09068|2107946.00|0.0988|-5000.00|462826.00|1000.00|3086.30|21961.68
H8NJ12074|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H0AZ03248|6000.00|-0.0970|1000.00|5000.00|5000.00|3000.00|2000.00
H0CA15171|2000.00|-0.0974|2000.00|2000.00|2000.00|2000.00|0.00
S2MD00396|2220.00|-0.0973|2220.00|2220.00|2220.00|2220.00|0.00
H0OR05054|8370.00|-0.0968|8370.00|8370.00|8370.00|8370.00|0.00
H0FL04066|297255.00|-0.0699|-5000.00|5000.00|1000.00|1615.52|1521.38
H8CA44091|-1000.00|-0.0976|-1000.00|-1000.00|-1000.00|-1000.00|0.00
H6CA21028|35190.00|-0.0943|-1000.00|4000.00|1000.00|1035.00|871.29
H2ME02071|195902.00|-0.0793|8.00|81200.00|1000.00|3211.51|10183.20
H8CA41113|550.00|-0.0975|550.00|550.00|550.00|550.00|0.00
H2TN04258|366961.00|-0.0634|10.00|90000.00|2500.00|5560.02|15173.51
S0NH00268|7000.00|-0.0969|1000.00|5000.00|1000.00|2333.33|1885.62
S4IN00014|3305488.00|0.2104|-6404.00|421170.00|1000.00|3739.24|19240.97
H2AR04117|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H0OK05114|354778.00|-0.0645|-1000.00|5000.00|1000.00|1689.42|1232.14
H2RI02135|3250.00|-0.0973|250.00|3000.00|3000.00|1625.00|1375.00
H2IN08102|7100.00|-0.0969|100.00|5000.00|2000.00|2366.67|2017.15
S4NC00089|100779.00|-0.0882|-20000.00|5000.00|1000.00|1292.04|2650.88
H4NC11052|17799.00|-0.0959|10.00|5000.00|1000.00|1369.15|1637.29
H8TN02069|455624.00|-0.0551|-2500.00|5000.00|1000.00|1324.49|998.24
H6IL06141|5712238.00|0.4346|-3000.00|1744245.00|1000.00|11289.01|88632.49
H2TX06152|2600.00|-0.0973|2600.00|2600.00|2600.00|2600.00|0.00
H6IL10119|-4609.00|-0.0980|-5000.00|391.00|391.00|-2304.50|2695.50
H2TX10113|18600.00|-0.0958|1000.00|5000.00|5000.00|3720.00|1647.30
S2TX00312|10544308.00|0.8848|-5746.00|1350000.00|2000.00|10870.42|67015.81
H0FL20070|64066.00|-0.0916|1.00|5000.00|1000.00|1685.95|1580.38
S0IN00053|205561.00|-0.0784|-2000.00|5000.00|1000.00|1417.66|1244.88
H8AL05109|9000.00|-0.0967|-2500.00|5000.00|1000.00|1285.71|2067.73
H8NJ05052|940158.00|-0.0100|-2500.00|5000.00|1000.00|1593.49|1186.59
H0PA04220|5089973.00|0.3767|-21209.00|596823.00|35.00|4262.96|33889.59
H2CA48087|11056.00|-0.0965|-1000.00|7996.00|1000.00|1382.00|2585.76
H2NC10090|6000.00|-0.0970|1000.00|1000.00|1000.00|1000.00|0.00
H8GA05072|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
S6NE00079|1073438.00|0.0025|-3131.00|249440.00|197.00|7252.96|33033.58
H0MT00033|304035.00|-0.0692|-5000.00|5000.00|1000.00|1900.22|1871.77
H2MN05141|2000.00|-0.0974|2000.00|2000.00|2000.00|2000.00|0.00
H2CA16118|1750.00|-0.0974|250.00|1500.00|1500.00|875.00|625.00
H4VI00054|198015.00|-0.0791|-1000.00|5000.00|1000.00|1414.39|1033.90
H2TN09141|500.00|-0.0975|-500.00|500.00|500.00|166.67|471.40
H2MI00037|228000.00|-0.0763|-5000.00|5000.00|1000.00|1490.20|1560.83
H0AK00089|-1000.00|-0.0976|-1000.00|-1000.00|-1000.00|-1000.00|0.00
H6KS01096|4259.00|-0.0972|759.00|3500.00|3500.00|2129.50|1370.50
H2NY14037|710686.00|-0.0313|-3500.00|5000.00|1000.00|1724.97|1471.37
H2CA25176|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
S2DE00064|10000.00|-0.0966|10000.00|10000.00|10000.00|10000.00|0.00
S2UT00104|8500.00|-0.0968|-1000.00|5000.00|5000.00|2125.00|2880.43
S2PA00240|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H8NV03036|507941.00|-0.0502|-5000.00|5000.00|1000.00|1716.02|1679.11
H2FL20050|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2SC07041|41500.00|-0.0937|-5000.00|5000.00|1000.00|1431.03|2558.70
H2SC00020|37604.00|-0.0941|-5000.00|5000.00|2000.00|2089.11|2434.72
H0IA03121|20000.00|-0.0957|5000.00|5000.00|5000.00|5000.00|0.00
